"Time (s)","Pressure (hPa)"
7.976763440E2,9.863036346E2
7.987442860E2,9.862915039E2
7.998121930E2,9.862789154E2
8.008801290E2,9.862659454E2
8.019480470E2,9.862523651E2
8.030159230E2,9.862405396E2
8.040838470E2,9.862277985E2
8.051517750E2,9.862139130E2
8.062196890E2,9.862007904E2
8.072875800E2,9.861899567E2
8.083554400E2,9.861774445E2
8.094232650E2,9.861639404E2
8.104910970E2,9.861505890E2
8.115589590E2,9.861380005E2
8.126267600E2,9.861255646E2
8.136946100E2,9.861128998E2
8.147624100E2,9.861006165E2
8.158302220E2,9.860897827E2
8.168980470E2,9.860781860E2
8.179659380E2,9.860659027E2
8.190337870E2,9.860535431E2
8.201016400E2,9.860418701E2
8.211694420E2,9.860283661E2
8.222372880E2,9.860163116E2
8.233051060E2,9.860043335E2
8.243729680E2,9.859915924E2
8.254407840E2,9.859796143E2
8.265087040E2,9.859656525E2
8.275766060E2,9.859536743E2
8.286444920E2,9.859412384E2
8.297124430E2,9.859290314E2
8.307803530E2,9.859152222E2
8.318481830E2,9.859022522E2
8.329159730E2,9.858905029E2
8.339837960E2,9.858779144E2
8.350516460E2,9.858655548E2
8.361194440E2,9.858527374E2
8.371872370E2,9.858425140E2
8.382550390E2,9.858309174E2
8.393228730E2,9.858186340E2
8.403907450E2,9.858048248E2
8.414585800E2,9.857933807E2
8.425264510E2,9.857795715E2
8.435942950E2,9.857652283E2
8.446621340E2,9.857510376E2
8.457299460E2,9.857387543E2
8.467977430E2,9.857255554E2
8.478655970E2,9.857121277E2
8.489334080E2,9.857011414E2
8.500011600E2,9.856889343E2
8.510689890E2,9.856760406E2
8.521368120E2,9.856629181E2
8.532046840E2,9.856501007E2
8.542725380E2,9.856368256E2
8.553403670E2,9.856237030E2
8.564081800E2,9.856102753E2
8.574759960E2,9.855982971E2
8.585438060E2,9.855862427E2
8.596116170E2,9.855725098E2
8.606794930E2,9.855596161E2
8.617472770E2,9.855455780E2
8.628150930E2,9.855323029E2
8.638829410E2,9.855205536E2
8.649508150E2,9.855099487E2
8.660185960E2,9.854956818E2
8.670863490E2,9.854850006E2
8.681541640E2,9.854732513E2
8.692219950E2,9.854595947E2
8.702897620E2,9.854461670E2
8.713575080E2,9.854323578E2
8.724253140E2,9.854173279E2
8.734930920E2,9.854037476E2
8.745609030E2,9.853889465E2
8.756287030E2,9.853738403E2
8.766965220E2,9.853582001E2
8.777642710E2,9.853400421E2
8.788320450E2,9.853211975E2
8.798997930E2,9.852989960E2
8.809675490E2,9.852758789E2
8.820353670E2,9.852575684E2
8.831031650E2,9.852430725E2
8.841709670E2,9.852333832E2
8.852387240E2,9.852241516E2
8.863064800E2,9.852161407E2
8.873742350E2,9.852055359E2
8.884420010E2,9.851868439E2
8.895097300E2,9.851638794E2
8.905774910E2,9.851388550E2
8.916453160E2,9.851142120E2
8.927131400E2,9.850881195E2
8.937809100E2,9.850673676E2
8.948486260E2,9.850447845E2
8.959163660E2,9.850256348E2
8.969841540E2,9.850122833E2
8.980519360E2,9.849988556E2
8.991197060E2,9.849863434E2
9.001874350E2,9.849778748E2
9.012551930E2,9.849680328E2
9.023230280E2,9.849564362E2
9.033909170E2,9.849430847E2
9.044587150E2,9.849269867E2
9.055265230E2,9.849126434E2
9.065942760E2,9.848991394E2
9.076620350E2,9.848837280E2
9.087297640E2,9.848719025E2
9.097975270E2,9.848616028E2
9.108653010E2,9.848463440E2
9.119330970E2,9.848348999E2
9.130009070E2,9.848210907E2
9.140686920E2,9.848051453E2
9.151364550E2,9.847872925E2
9.162042360E2,9.847688293E2
9.172720510E2,9.847504425E2
9.183398690E2,9.847332764E2
9.194076750E2,9.847158051E2
