"Time (s)","Pressure (hPa)"
4.209493119E2,9.928217773E2
4.209893100E2,9.928206177E2
4.210292983E2,9.928222656E2
4.210693065E2,9.928234253E2
4.211093027E2,9.928203125E2
4.211493078E2,9.928182373E2
4.211893123E2,9.928170776E2
4.212293088E2,9.928129883E2
4.212693070E2,9.928114014E2
4.213093045E2,9.928133545E2
4.213493109E2,9.928137817E2
4.213893048E2,9.928162231E2
4.214293096E2,9.928194580E2
4.214693086E2,9.928167114E2
4.215093033E2,9.928133545E2
4.215493131E2,9.928116455E2
4.215893069E2,9.928073120E2
4.216293095E2,9.928026123E2
4.216692964E2,9.927996826E2
4.217092954E2,9.927983398E2
4.217493107E2,9.927969971E2
4.217893079E2,9.927946167E2
4.218293133E2,9.927950439E2
4.218693112E2,9.927978516E2
4.219093109E2,9.927979736E2
4.219493157E2,9.927965698E2
4.219893074E2,9.927973633E2
4.220293113E2,9.927985229E2
4.220693079E2,9.927963867E2
4.221093127E2,9.927911377E2
4.221493104E2,9.927880859E2
4.221892972E2,9.927864990E2
4.222293099E2,9.927830811E2
4.222693035E2,9.927813721E2
4.223093125E2,9.927835083E2
4.223493116E2,9.927843018E2
4.223892957E2,9.927825317E2
4.224293124E2,9.927823486E2
4.224693066E2,9.927823486E2
4.225093112E2,9.927805786E2
4.225493134E2,9.927788086E2
4.225893103E2,9.927789917E2
4.226293130E2,9.927781982E2
4.226693064E2,9.927788086E2
4.227093073E2,9.927800903E2
4.227493121E2,9.927804565E2
4.227893130E2,9.927801514E2
4.228293164E2,9.927786255E2
4.228693069E2,9.927752686E2
4.229093087E2,9.927729492E2
4.229493069E2,9.927713623E2
4.229893157E2,9.927703857E2
4.230293182E2,9.927711792E2
4.230693022E2,9.927709961E2
4.231093118E2,9.927694092E2
4.231493079E2,9.927679443E2
4.231893115E2,9.927650146E2
4.232293117E2,9.927615356E2
4.232693178E2,9.927600708E2
4.233093149E2,9.927596436E2
4.233493082E2,9.927596436E2
4.233893118E2,9.927583008E2
4.234293091E2,9.927561646E2
4.234693135E2,9.927543945E2
4.235093148E2,9.927543945E2
4.235493074E2,9.927537842E2
4.235893109E2,9.927535400E2
4.236292995E2,9.927540283E2
4.236693074E2,9.927532349E2
4.237093097E2,9.927506104E2
4.237492990E2,9.927487183E2
4.237893096E2,9.927493896E2
4.238293079E2,9.927489014E2
4.238693087E2,9.927476807E2
4.239093093E2,9.927463989E2
4.239493094E2,9.927449341E2
4.239893077E2,9.927420654E2
4.240293014E2,9.927403564E2
4.240693078E2,9.927406006E2
4.241093053E2,9.927424927E2
4.241493100E2,9.927438354E2
4.241893078E2,9.927418823E2
4.242293064E2,9.927387695E2
4.242693125E2,9.927362061E2
4.243093025E2,9.927335205E2
4.243493071E2,9.927315674E2
4.243893078E2,9.927319336E2
4.244292982E2,9.927327271E2
4.244693099E2,9.927322388E2
4.245093030E2,9.927309570E2
4.245493091E2,9.927299805E2
4.245893087E2,9.927282104E2
4.246293107E2,9.927266846E2
4.246693000E2,9.927264404E2
4.247093053E2,9.927254028E2
4.247493112E2,9.927237549E2
4.247893077E2,9.927237549E2
4.248293117E2,9.927231445E2
4.248693094E2,9.927208252E2
4.249093043E2,9.927193604E2
